Date,P_long,P_short,signal_confidence,position
2018-04-23,2.1626116300754544e-16,0.9999999999999998,-0.9999999999999996,-1
2018-04-24,3.452305737721364e-31,1.0,-1.0,-1
2018-04-25,0.9999966959937386,3.304006261362069e-06,0.9999933919874773,1
2018-04-26,0.7851001169192204,0.21489988308077956,0.5702002338384409,1
2018-04-27,0.9999915633470595,8.436652940480016e-06,0.999983126694119,1
2018-04-30,1.0,0.0,1.0,1
2018-05-01,0.9999999990520132,9.479868001704972e-10,0.9999999981040264,1
2018-05-02,2.3335573532377117e-21,1.0,-1.0,-1
2018-05-03,1.764354073521883e-27,1.0,-1.0,-1
2018-05-04,0.9272875082038884,0.07271249179611161,0.8545750164077768,1
2018-05-07,1.0,0.0,1.0,1
2018-05-08,0.0007307799210933413,0.9992692200789066,-0.9985384401578132,-1
2018-05-09,3.1827327994523946e-23,1.0,-1.0,-1
2018-05-10,2.0066281647136414e-08,0.9999999799337184,-0.9999999598674367,-1
2018-05-11,2.5369016691341905e-32,1.0,-1.0,-1
2018-05-14,0.9999999926375267,7.362473297689576e-09,0.9999999852750534,1
2018-05-15,0.9999999944084308,5.591569207652469e-09,0.9999999888168616,1
2018-05-16,0.8180126594997186,0.18198734050028142,0.6360253189994372,1
2018-05-17,0.0033752957580145872,0.9966247042419855,-0.9932494084839709,-1
2018-05-18,2.75036233622629e-35,1.0,-1.0,-1
2018-05-21,1.9789007110057954e-05,0.9999802109928899,-0.9999604219857798,-1
2018-05-22,1.0,0.0,1.0,1
2018-05-23,0.9999999998181823,1.8181767202918309e-10,0.9999999996363647,1
2018-05-24,1.0,0.0,1.0,1
2018-05-25,1.0,0.0,1.0,1
2018-05-29,0.9999999935783197,6.42168029862944e-09,0.9999999871566394,1
2018-05-30,0.9999821317885714,1.786821142857331e-05,0.9999642635771429,1
2018-05-31,1.0,0.0,1.0,1
2018-06-01,0.999999999993042,6.957989739930781e-12,0.999999999986084,1
2018-06-04,0.9999742948651673,2.570513483268755e-05,0.9999485897303346,1
2018-06-05,0.9999999999944402,5.559774862717859e-12,0.9999999999888805,1
2018-06-06,0.9999999075101776,9.24898223564341e-08,0.9999998150203553,1
2018-06-07,1.0,0.0,1.0,1
2018-06-08,4.7112329161113864e-11,0.9999999999528877,-0.9999999999057754,-1
2018-06-11,1.0,0.0,1.0,1
2018-06-12,0.9999999890777459,1.0922254101153328e-08,0.9999999781554918,1
2018-06-13,5.036085582206766e-08,0.9999999496391442,-0.9999998992782884,-1
2018-06-14,4.137225505672388e-15,0.9999999999999959,-0.9999999999999918,-1
2018-06-15,1.2573429539434705e-30,1.0,-1.0,-1
2018-06-18,0.9997762263462352,0.00022377365376480274,0.9995524526924704,1
2018-06-19,0.9219053007900853,0.07809469920991474,0.8438106015801705,1
2018-06-20,0.9999999989579222,1.0420777574182694e-09,0.9999999979158445,1
2018-06-21,1.0,0.0,1.0,1
2018-06-22,0.9999999992919357,7.08064273879927e-10,0.9999999985838715,1
2018-06-25,0.18650285825632687,0.8134971417436732,-0.6269942834873463,-1
2018-06-26,0.9937316058872582,0.006268394112741826,0.9874632117745163,1
2018-06-27,0.8711794091527016,0.12882059084729836,0.7423588183054033,1
2018-06-28,6.804615193819239e-07,0.9999993195384806,-0.9999986390769613,-1
2018-06-29,1.0,0.0,1.0,1
2018-07-02,0.002245610983152846,0.9977543890168472,-0.9955087780336944,-1
2018-07-03,0.9999999934884622,6.511537753439711e-09,0.9999999869769245,1
2018-07-05,3.7526762527977566e-18,1.0,-1.0,-1
2018-07-06,0.9999841969000441,1.5803099955857824e-05,0.9999683938000883,1
2018-07-09,1.0,0.0,1.0,1
2018-07-10,2.4031044058503245e-36,1.0,-1.0,-1
2018-07-11,3.643706582816089e-07,0.9999996356293417,-0.9999992712586834,-1
2018-07-12,5.974861011501332e-06,0.9999940251389885,-0.999988050277977,-1
2018-07-13,7.271903036056811e-18,1.0,-1.0,-1
2018-07-16,0.9999999581140222,4.188597779730685e-08,0.9999999162280444,1
2018-07-17,0.9999999999963529,3.647082635893639e-12,0.9999999999927058,1
2018-07-18,0.9999188385486192,8.116145138081787e-05,0.9998376770972384,1
2018-07-19,1.5252750173275274e-08,0.9999999847472498,-0.9999999694944997,-1
2018-07-20,0.003522667595042001,0.996477332404958,-0.9929546648099159,-1
2018-07-23,1.0,0.0,1.0,1
2018-07-24,1.0,0.0,1.0,1
2018-07-25,1.0,0.0,1.0,1
2018-07-26,0.9999999830280456,1.6971954397426714e-08,0.9999999660560912,1
2018-07-27,1.0,0.0,1.0,1
2018-07-30,1.0,0.0,1.0,1
2018-07-31,0.9999999999920146,7.985390126918901e-12,0.9999999999840292,1
2018-08-01,0.9999999943161599,5.683840065273671e-09,0.9999999886323199,1
2018-08-02,1.0,0.0,1.0,1
2018-08-03,1.0,0.0,1.0,1
2018-08-06,0.9999999999453444,5.465561336848168e-11,0.9999999998906888,1
2018-08-07,0.5336679138572662,0.4663320861427338,0.06733582771453239,0
2018-08-08,0.9999999867404992,1.3259500830642423e-08,0.9999999734809983,1
2018-08-09,1.0,0.0,1.0,1
2018-08-10,0.9999987792838414,1.2207161586008652e-06,0.9999975585676828,1
2018-08-13,5.973339873108643e-15,0.999999999999994,-0.999999999999988,-1
2018-08-14,0.9999999999999594,4.063416270128073e-14,0.9999999999999187,1
2018-08-15,0.0001411445887070287,0.9998588554112929,-0.9997177108225859,-1
2018-08-16,1.0,0.0,1.0,1
2018-08-17,1.729170850645675e-10,0.9999999998270829,-0.9999999996541657,-1
2018-08-20,0.06796324286739043,0.9320367571326096,-0.8640735142652192,-1
2018-08-21,0.08624712148064015,0.9137528785193598,-0.8275057570387196,-1
2018-08-22,5.571320141292824e-10,0.999999999442868,-0.999999998885736,-1
2018-08-23,0.5677772715811771,0.4322227284188229,0.13555454316235416,0
2018-08-24,6.807401230863416e-33,1.0,-1.0,-1
2018-08-27,1.0,0.0,1.0,1
2018-08-28,1.0,0.0,1.0,1
2018-08-29,0.999999999999944,5.595524044110789e-14,0.9999999999998881,1
2018-08-30,0.0017506437958765128,0.9982493562041235,-0.996498712408247,-1
2018-08-31,1.0,0.0,1.0,1
2018-09-04,3.9390646631766737e-16,0.9999999999999996,-0.9999999999999991,-1
2018-09-05,1.2914810329150966e-20,1.0,-1.0,-1
2018-09-06,0.9999999999999987,1.3322676295501878e-15,0.9999999999999973,1
2018-09-07,1.0,0.0,1.0,1
2018-09-10,8.255642980658018e-05,0.9999174435701934,-0.9998348871403868,-1
2018-09-11,5.8264792338740385e-05,0.9999417352076613,-0.9998834704153226,-1
2018-09-12,0.9999247811751693,7.521882483074727e-05,0.9998495623503385,1
2018-09-13,6.433650431354408e-10,0.999999999356635,-0.9999999987132699,-1
2018-09-14,1.0,0.0,1.0,1
2018-09-17,0.9836604405574441,0.01633955944255594,0.9673208811148881,1
2018-09-18,1.0,0.0,1.0,1
2018-09-19,5.2429486568899154e-30,1.0,-1.0,-1
2018-09-20,0.9999987058528782,1.2941471217997602e-06,0.9999974117057564,1
2018-09-21,1.0,0.0,1.0,1
2018-09-24,0.9999999999816143,1.8385737377002442e-11,0.9999999999632285,1
2018-09-25,0.9996207162885257,0.00037928371147433193,0.9992414325770513,1
2018-09-26,0.005459161891700601,0.9945408381082994,-0.9890816762165988,-1
2018-09-27,0.9999999999999722,2.7755575615628914e-14,0.9999999999999445,1
2018-09-28,4.583336732614569e-05,0.9999541666326739,-0.9999083332653478,-1
2018-10-01,1.0,0.0,1.0,1
2018-10-02,9.610203480162798e-12,0.9999999999903898,-0.9999999999807796,-1
2018-10-03,0.9999999999999998,2.220446049250313e-16,0.9999999999999996,1
2018-10-04,0.9999999999999987,1.3322676295501878e-15,0.9999999999999973,1
2018-10-05,4.249354836355299e-29,1.0,-1.0,-1
2018-10-08,1.0,0.0,1.0,1
2018-10-09,2.8774607093604574e-08,0.9999999712253929,-0.9999999424507857,-1
2018-10-10,0.05000201552770975,0.9499979844722902,-0.8999959689445804,-1
2018-10-11,1.5903086262677397e-23,1.0,-1.0,-1
2018-10-12,7.308512364420444e-24,1.0,-1.0,-1
2018-10-15,0.9999999999999998,2.220446049250313e-16,0.9999999999999996,1
2018-10-16,4.5340499629151646e-10,0.999999999546595,-0.99999999909319,-1
2018-10-17,0.9999999999999996,4.440892098500626e-16,0.9999999999999991,1
2018-10-18,0.9998861304261023,0.00011386957389769581,0.9997722608522046,1
2018-10-19,9.313117140150685e-24,1.0,-1.0,-1
2018-10-22,0.9997301289939287,0.00026987100607134273,0.9994602579878573,1
2018-10-23,0.9717049782805635,0.02829502171943654,0.9434099565611269,1
2018-10-24,0.9999907480009348,9.25199906520735e-06,0.9999814960018696,1
2018-10-25,2.5418864433670593e-14,0.9999999999999746,-0.9999999999999492,-1
2018-10-26,1.1274211077558641e-08,0.9999999887257889,-0.9999999774515778,-1
2018-10-29,0.15643748808148178,0.8435625119185182,-0.6871250238370363,-1
2018-10-30,1.3073855104958562e-19,1.0,-1.0,-1
2018-10-31,2.174897153566877e-05,0.9999782510284644,-0.9999565020569288,-1
2018-11-01,0.99986429289147,0.00013570710852994772,0.9997285857829401,1
2018-11-02,6.167819732947823e-11,0.9999999999383218,-0.9999999998766436,-1
2018-11-05,1.6147598716564841e-18,1.0,-1.0,-1
2018-11-06,7.496424684549056e-09,0.9999999925035753,-0.9999999850071506,-1
2018-11-07,1.5608850661602294e-14,0.9999999999999843,-0.9999999999999687,-1
2018-11-08,1.7066855642379226e-12,0.9999999999982934,-0.9999999999965867,-1
2018-11-09,0.999999763145503,2.3685449701549288e-07,0.999999526291006,1
2018-11-12,0.00025534798567058715,0.9997446520143294,-0.9994893040286588,-1
2018-11-13,6.757743786551451e-15,0.9999999999999932,-0.9999999999999865,-1
2018-11-14,1.1019610080598484e-08,0.9999999889803899,-0.9999999779607798,-1
2018-11-15,0.07342755005559524,0.9265724499444048,-0.8531448998888096,-1
2018-11-16,0.9999999998675946,1.324054199614011e-10,0.9999999997351892,1
2018-11-19,0.002069116210585778,0.9979308837894142,-0.9958617675788284,-1
2018-11-20,1.1121076198373083e-10,0.9999999998887893,-0.9999999997775786,-1
2018-11-21,0.9998127855404496,0.00018721445955038885,0.9996255710808992,1
2018-11-23,8.434746768039099e-09,0.9999999915652532,-0.9999999831305064,-1
2018-11-26,0.25415901494602383,0.7458409850539762,-0.4916819701079524,-1
2018-11-27,0.993358790704342,0.006641209295658035,0.9867175814086839,1
2018-11-28,0.9996218933147796,0.0003781066852204251,0.9992437866295591,1
2018-11-29,0.00038078235319682967,0.9996192176468032,-0.9992384352936063,-1
2018-11-30,0.9968174291595006,0.0031825708404994435,0.9936348583190011,1
2018-12-03,0.015724300551854944,0.9842756994481451,-0.9685513988962902,-1
2018-12-04,1.0,0.0,1.0,1
2018-12-06,0.9999999999975404,2.459588088754572e-12,0.9999999999950808,1
2018-12-07,0.9999999944190219,5.580978124086755e-09,0.9999999888380438,1
2018-12-10,0.999915001219725,8.499878027501406e-05,0.99983000243945,1
2018-12-11,0.9999999999999998,2.220446049250313e-16,0.9999999999999996,1
2018-12-12,2.3019378205356656e-12,0.9999999999976981,-0.9999999999953961,-1
2018-12-13,0.9957624332709712,0.004237566729028752,0.9915248665419425,1
2018-12-14,0.9999999098707205,9.012927948415239e-08,0.999999819741441,1
2018-12-17,6.786353989774626e-23,1.0,-1.0,-1
2018-12-18,0.9999956180415465,4.381958453536505e-06,0.9999912360830929,1
2018-12-19,1.526888645129149e-05,0.9999847311135487,-0.9999694622270974,-1
2018-12-20,0.3570578149991657,0.6429421850008343,-0.2858843700016686,-1
2018-12-21,0.9998668606608215,0.00013313933917846743,0.9997337213216431,1
2018-12-24,0.9999999999139881,8.60118642975749e-11,0.9999999998279763,1
2018-12-26,7.14102579844119e-11,0.9999999999285898,-0.9999999998571796,-1
2018-12-27,0.9999996016618432,3.9833815679291007e-07,0.9999992033236864,1
2018-12-28,4.3027129590348673e-32,1.0,-1.0,-1
2018-12-31,1.0,0.0,1.0,1
2019-01-02,7.935852653016855e-21,1.0,-1.0,-1
2019-01-03,0.0010605072300521714,0.9989394927699479,-0.9978789855398957,-1
2019-01-04,0.003589641712957357,0.9964103582870426,-0.9928207165740852,-1
2019-01-07,0.9999999999999651,3.4861002973229915e-14,0.9999999999999303,1
2019-01-08,0.9999999997695359,2.3046409225457865e-10,0.9999999995390718,1
2019-01-09,1.4052034375264745e-10,0.9999999998594796,-0.9999999997189593,-1
2019-01-10,1.288370404972511e-08,0.9999999871162959,-0.9999999742325918,-1
2019-01-11,0.04076757085574284,0.9592324291442571,-0.9184648582885142,-1
2019-01-14,0.06673428792557248,0.9332657120744275,-0.8665314241488551,-1
2019-01-15,6.547060830485358e-10,0.9999999993452939,-0.9999999986905879,-1
2019-01-16,8.35460580277806e-16,0.9999999999999991,-0.9999999999999982,-1
2019-01-17,0.9989428037080733,0.0010571962919266875,0.9978856074161466,1
2019-01-18,1.3756499240240353e-15,0.9999999999999987,-0.9999999999999973,-1
2019-01-22,0.9999999999899469,1.0053069487980792e-11,0.9999999999798939,1
2019-01-23,0.15599549386800549,0.8440045061319945,-0.688009012263989,-1
2019-01-24,0.04340352626704949,0.9565964737329505,-0.9131929474659011,-1
2019-01-25,7.646724927898639e-16,0.9999999999999992,-0.9999999999999984,-1
2019-01-28,0.9999999999996649,3.3506530883187224e-13,0.9999999999993299,1
2019-01-29,0.9999999938198256,6.180174372261149e-09,0.9999999876396513,1
2019-01-30,1.0,0.0,1.0,1
2019-01-31,0.9999999992691249,7.308751381884804e-10,0.9999999985382497,1
2019-02-01,1.0,0.0,1.0,1
2019-02-04,1.0,0.0,1.0,1
2019-02-05,0.4744161326864085,0.5255838673135915,-0.05116773462718305,0
2019-02-06,2.8040390742776704e-13,0.9999999999997196,-0.9999999999994391,-1
2019-02-07,1.0,0.0,1.0,1
2019-02-08,0.9999999999999523,4.773959005888173e-14,0.9999999999999045,1
2019-02-11,0.161055981840267,0.838944018159733,-0.6778880363194659,-1
2019-02-12,0.9999999999999998,2.220446049250313e-16,0.9999999999999996,1
2019-02-13,0.999999999999966,3.397282455352979e-14,0.999999999999932,1
2019-02-14,2.712909452223882e-26,1.0,-1.0,-1
2019-02-15,1.0,0.0,1.0,1
2019-02-19,0.9999998059030087,1.9409699125727542e-07,0.9999996118060175,1
2019-02-20,1.6449830873875827e-10,0.9999999998355017,-0.9999999996710034,-1
2019-02-21,0.0006691925202005612,0.9993308074797994,-0.9986616149595988,-1
2019-02-22,1.0,0.0,1.0,1
2019-02-25,1.0,0.0,1.0,1
2019-02-26,0.9999999999999909,9.103828801926284e-15,0.9999999999999818,1
2019-02-27,1.0,0.0,1.0,1
2019-02-28,1.0,0.0,1.0,1
2019-03-01,0.0001044327729252154,0.9998955672270747,-0.9997911344541495,-1
2019-03-04,1.0,0.0,1.0,1
2019-03-05,4.3909613670993085e-12,0.9999999999956091,-0.9999999999912181,-1
2019-03-06,1.0,0.0,1.0,1
2019-03-07,0.9999993486304926,6.513695074428227e-07,0.9999986972609851,1
2019-03-08,0.9756052941200267,0.024394705879973277,0.9512105882400534,1
2019-03-11,0.9996976964125991,0.00030230358740090946,0.9993953928251982,1
2019-03-12,2.7614285932630364e-08,0.999999972385714,-0.9999999447714281,-1
2019-03-13,0.9999997617554081,2.382445919435483e-07,0.9999995235108161,1
2019-03-14,0.9999983740225412,1.6259774587856768e-06,0.9999967480450824,1
2019-03-15,4.208827850006036e-05,0.9999579117215,-0.9999158234429999,-1
2019-03-18,6.165998075658584e-11,0.99999999993834,-0.99999999987668,-1
2019-03-19,1.0,0.0,1.0,1
2019-03-20,9.512722512332248e-13,0.9999999999990488,-0.9999999999980975,-1
2019-03-21,1.9909664315980374e-10,0.9999999998009034,-0.9999999996018067,-1
2019-03-22,0.9999999999738365,2.616351579831644e-11,0.999999999947673,1
2019-03-25,2.072020084782301e-12,0.999999999997928,-0.999999999995856,-1
2019-03-26,5.6812007381193746e-12,0.9999999999943188,-0.9999999999886375,-1
2019-03-27,0.9999999999999998,2.220446049250313e-16,0.9999999999999996,1
2019-03-28,8.8021678844274e-28,1.0,-1.0,-1
2019-03-29,4.305371309461614e-05,0.9999569462869053,-0.9999138925738107,-1
2019-04-01,0.9999999999999951,4.884981308350689e-15,0.9999999999999902,1
2019-04-02,3.050141054126772e-08,0.9999999694985895,-0.999999938997179,-1
2019-04-03,1.0,0.0,1.0,1
2019-04-04,0.999999999283196,7.168039495297762e-10,0.9999999985663921,1
2019-04-05,1.0,0.0,1.0,1
2019-04-08,1.0,0.0,1.0,1
2019-04-09,1.0,0.0,1.0,1
2019-04-10,0.9999999999999911,8.881784197001252e-15,0.9999999999999822,1
2019-04-11,5.023490409367241e-10,0.999999999497651,-0.9999999989953019,-1
2019-04-12,0.9999993444735503,6.555264496777014e-07,0.9999986889471006,1
2019-04-15,3.11241299968568e-07,0.9999996887587,-0.9999993775174001,-1
2019-04-16,1.0,0.0,1.0,1
2019-04-17,0.9932538141474521,0.006746185852547937,0.9865076282949041,1
2019-04-18,1.5955509065315612e-13,0.9999999999998405,-0.9999999999996809,-1
2019-04-22,0.03066071938722878,0.9693392806127712,-0.9386785612255424,-1
2019-04-23,1.0,0.0,1.0,1
2019-04-24,1.0,0.0,1.0,1
2019-04-25,0.9999878137009235,1.218629907651092e-05,0.999975627401847,1
2019-04-26,1.0,0.0,1.0,1
2019-04-29,0.9999999987510699,1.24893007047433e-09,0.9999999975021399,1
2019-04-30,0.9999999967576918,3.242308199702393e-09,0.9999999935153836,1
2019-05-01,0.9999999999284537,7.154632442052389e-11,0.9999999998569074,1
2019-05-02,0.9999999999110207,8.897926839779302e-11,0.9999999998220415,1
2019-05-03,1.5644474162618345e-28,1.0,-1.0,-1
2019-05-06,1.0,0.0,1.0,1
2019-05-07,0.994471135091981,0.00552886490801896,0.9889422701839621,1
2019-05-08,1.3392005931570856e-07,0.9999998660799407,-0.9999997321598815,-1
2019-05-09,0.1270025464892782,0.8729974535107218,-0.7459949070214436,-1
2019-05-10,1.3223397578340005e-36,1.0,-1.0,-1
2019-05-13,0.00017186899753846588,0.9998281310024615,-0.999656262004923,-1
2019-05-14,8.894909265395065e-10,0.9999999991105091,-0.9999999982210181,-1
2019-05-15,8.621503485749793e-33,1.0,-1.0,-1
2019-05-16,0.9999999999999996,4.440892098500626e-16,0.9999999999999991,1
2019-05-17,1.0,0.0,1.0,1
2019-05-20,0.0018753811445919176,0.998124618855408,-0.9962492377108161,-1
2019-05-21,0.9589613957882693,0.04103860421173067,0.9179227915765387,1
2019-05-22,1.7133672882900644e-21,1.0,-1.0,-1
2019-05-23,9.049404656936645e-09,0.9999999909505953,-0.9999999819011907,-1
2019-05-24,0.9998342180624856,0.00016578193751437542,0.9996684361249712,1
2019-05-28,8.435500318838411e-22,1.0,-1.0,-1
2019-05-29,0.9946700284496323,0.00532997155036774,0.9893400568992645,1
2019-05-30,0.999999930579302,6.942069796789241e-08,0.9999998611586041,1
2019-05-31,0.9999999999999907,9.325873406851315e-15,0.9999999999999813,1
2019-06-03,2.773880460799543e-16,0.9999999999999998,-0.9999999999999996,-1
2019-06-04,1.950819539712791e-13,0.9999999999998049,-0.9999999999996099,-1
2019-06-05,0.9999999999999996,4.440892098500626e-16,0.9999999999999991,1
2019-06-06,9.303867075015118e-33,1.0,-1.0,-1
2019-06-07,1.0,0.0,1.0,1
2019-06-10,1.1392023037429423e-25,1.0,-1.0,-1
2019-06-11,1.0,0.0,1.0,1
2019-06-12,0.9999989204104003,1.0795895997173233e-06,0.9999978408208006,1
2019-06-13,1.0,0.0,1.0,1
2019-06-14,3.3963181168002506e-12,0.9999999999966037,-0.9999999999932074,-1
2019-06-17,0.9999999999233313,7.666867141153944e-11,0.9999999998466627,1
2019-06-18,1.0,0.0,1.0,1
2019-06-19,3.423794017501415e-11,0.999999999965762,-0.9999999999315241,-1
2019-06-20,0.9908445249867904,0.009155475013209569,0.9816890499735809,1
2019-06-21,1.0,0.0,1.0,1
2019-06-24,1.4140449526228245e-05,0.9999858595504738,-0.9999717191009476,-1
2019-06-25,1.0,0.0,1.0,1
2019-06-26,1.0,0.0,1.0,1
2019-06-27,3.0612379208642935e-13,0.9999999999996939,-0.9999999999993878,-1
2019-06-28,1.0,0.0,1.0,1
2019-07-01,0.9546348559642214,0.045365144035778626,0.9092697119284427,1
2019-07-02,1.0,0.0,1.0,1
2019-07-03,1.0,0.0,1.0,1
2019-07-05,1.0,0.0,1.0,1
2019-07-08,1.0,0.0,1.0,1
2019-07-09,0.9999930822161532,6.91778384676045e-06,0.9999861644323065,1
2019-07-10,0.999999867809991,1.321900090500705e-07,0.9999997356199819,1
2019-07-11,1.0,0.0,1.0,1
2019-07-12,0.019770941225457476,0.9802290587745425,-0.9604581175490849,-1
2019-07-15,0.040708282507527935,0.9592917174924721,-0.9185834349849442,-1
2019-07-16,3.38114971073918e-11,0.9999999999661885,-0.999999999932377,-1
2019-07-17,8.543433424814917e-08,0.9999999145656657,-0.9999998291313315,-1
2019-07-18,9.393061646837024e-11,0.9999999999060694,-0.9999999998121387,-1
2019-07-19,0.9999999999995568,4.432010314303625e-13,0.9999999999991136,1
2019-07-22,4.6079868650927095e-17,1.0,-1.0,-1
2019-07-23,0.0013533497078680903,0.998646650292132,-0.9972933005842639,-1
2019-07-24,0.9999999999997895,2.1049828546892968e-13,0.999999999999579,1
2019-07-25,0.9999999999999916,8.43769498715119e-15,0.9999999999999831,1
2019-07-26,0.9999951796159691,4.820384030934655e-06,0.9999903592319381,1
2019-07-29,5.1092722639029325e-17,1.0,-1.0,-1
2019-07-30,0.9999725320274719,2.7467972528061324e-05,0.9999450640549439,1
2019-07-31,1.6152527626684973e-45,1.0,-1.0,-1
2019-08-01,5.40468509779202e-05,0.9999459531490221,-0.9998919062980443,-1
2019-08-02,0.9999999999913038,8.696154907283926e-12,0.9999999999826077,1
2019-08-05,1.4247847440219395e-29,1.0,-1.0,-1
2019-08-06,0.6387440603772646,0.3612559396227354,0.2774881207545292,1
2019-08-07,1.0,0.0,1.0,1
2019-08-08,7.135795817241802e-13,0.9999999999992865,-0.9999999999985729,-1
2019-08-09,0.014302025085850068,0.9856979749141499,-0.9713959498282998,-1
2019-08-12,0.0004382482902245179,0.9995617517097755,-0.9991235034195509,-1
2019-08-13,1.0,0.0,1.0,1
2019-08-14,0.9999998678825371,1.32117462858794e-07,0.9999997357650743,1
2019-08-15,9.177695687675711e-26,1.0,-1.0,-1
2019-08-16,1.0,0.0,1.0,1
2019-08-19,2.384572185023747e-16,0.9999999999999998,-0.9999999999999996,-1
2019-08-20,3.609171637137556e-11,0.9999999999639083,-0.9999999999278166,-1
2019-08-21,5.5732863201625934e-30,1.0,-1.0,-1
2019-08-22,1.0,0.0,1.0,1
2019-08-23,0.9999999999946458,5.35416155855728e-12,0.9999999999892917,1
2019-08-26,1.9451764712552725e-30,1.0,-1.0,-1
2019-08-27,3.884466735229206e-34,1.0,-1.0,-1
2019-08-28,0.9999999999921145,7.885470054702637e-12,0.9999999999842291,1
2019-08-29,1.0,0.0,1.0,1
2019-08-30,1.3404106323830809e-19,1.0,-1.0,-1
2019-09-03,0.9997134418863016,0.00028655811369837636,0.9994268837726032,1
2019-09-04,1.0,0.0,1.0,1
2019-09-05,4.407575659946267e-22,1.0,-1.0,-1
2019-09-06,0.9999999998103875,1.896125478850763e-10,0.9999999996207749,1
2019-09-09,4.557062529191153e-14,0.9999999999999545,-0.999999999999909,-1
2019-09-10,2.8547374861563776e-16,0.9999999999999997,-0.9999999999999993,-1
2019-09-11,1.0,0.0,1.0,1
2019-09-12,0.9999999463262803,5.367371969100532e-08,0.9999998926525606,1
2019-09-13,0.9992323438911928,0.0007676561088072464,0.9984646877823855,1
